E001,00:30,4
E001,01:00,6
E001,01:30,4
E001,02:00,9
E001,02:30,1
E001,03:00,5
E001,03:30,5
E001,04:00,5
E001,04:30,5
E001,05:00,5
E001,05:30,5
E001,06:00,5
E001,06:30,5
E001,07:00,5
E001,07:30,5
E001,08:00,5
E001,08:30,5
E001,09:00,5
E001,09:30,5
E001,10:00,5
E001,10:30,5
E001,11:00,5
E001,11:30,5
E001,12:00,5
E001,12:30,5
E001,13:00,5
E001,13:30,5
E001,14:00,5
E001,14:30,5
E001,15:00,5
E001,15:30,5
E001,16:00,5
E001,16:30,5
E001,17:00,5
E001,17:30,5
E001,18:00,5
E001,18:30,5
E001,19:00,5
E001,19:30,5
E001,20:00,5
E001,20:30,5
E001,21:00,5
E001,21:30,5
E001,22:00,5
E001,22:30,5
E001,23:00,5
E001,23:30,3
E002,00:30,4
E002,01:00,4
E002,01:30,4
E002,02:00,4
E002,02:30,4
E002,03:00,4
E002,03:30,4
E002,04:00,4
E002,04:30,4
E002,05:00,4
E002,05:30,4
E002,06:00,4
E002,06:30,4
E002,07:00,4
E002,07:30,4
E002,08:00,4
E002,08:30,4
E002,09:00,4
E002,09:30,4
E002,10:00,4
E002,10:30,4
E002,11:00,4
E002,11:30,4
E002,12:00,4
E002,12:30,4
E002,13:00,4
E002,13:30,4
E002,14:00,4
E002,14:30,4
E002,15:00,4
E002,15:30,4
E002,16:00,4
E002,16:30,4
E002,17:00,4
E002,17:30,4
E002,18:00,4
E002,18:30,4
E002,19:00,4
E002,19:30,4
E002,20:00,4
E002,20:30,4
E002,21:00,4
E002,21:30,4
E002,22:00,4
E002,22:30,4
E002,23:00,4
E002,23:30,4
E003,00:30,5
E003,01:00,5
E003,01:30,5
E003,02:00,5
E003,02:30,5
E003,03:00,5
E003,03:30,5
E003,04:00,5
E003,04:30,5
E003,05:00,5
E003,05:30,5
E003,06:00,5
E003,06:30,5
E003,07:00,5
E003,07:30,5
E003,08:00,5
E003,08:30,5
E003,09:00,5
E003,09:30,5
E003,10:00,5
E003,10:30,5
E003,11:00,5
E003,11:30,5
E003,12:00,5
E003,12:30,5
E003,13:00,5
E003,13:30,5
E003,14:00,5
E003,14:30,5
E003,15:00,5
E003,15:30,5
E003,16:00,5
E003,16:30,5
E003,17:00,5
E003,17:30,1
E003,18:00,9
E003,18:30,5
E003,19:00,5
E003,19:30,5
E003,20:00,5
E003,20:30,5
E003,21:00,7
E003,21:30,3
E003,22:00,5
E003,22:30,5
E003,23:00,5
E003,23:30,4
